               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  22,            0.043284,            0.044278,           0.0052533,              0.8165,             0.72778,             0.77158,             0.41494,            0.041249,            0.032207,           0.0054194,            0.009307,            0.009307,            0.009307
                  23,            0.043001,            0.044443,           0.0054681,             0.80478,             0.74035,             0.77811,             0.42152,            0.041995,            0.031761,           0.0055598,            0.009274,            0.009274,            0.009274
                  24,            0.042563,            0.043781,           0.0052562,             0.80564,             0.74721,             0.78421,             0.41962,             0.04153,            0.032475,           0.0054519,            0.009241,            0.009241,            0.009241
                  25,            0.042729,            0.044284,           0.0052937,             0.81443,             0.73139,             0.78002,              0.4251,            0.041225,            0.032125,           0.0054314,            0.009208,            0.009208,            0.009208
                  26,            0.042309,            0.043961,           0.0053007,             0.80951,             0.72821,             0.78007,             0.40609,            0.041859,            0.033128,           0.0054695,            0.009175,            0.009175,            0.009175
                  27,            0.042604,            0.044158,           0.0053216,              0.8391,             0.73958,             0.80256,             0.43101,            0.040973,            0.031605,            0.005243,            0.009142,            0.009142,            0.009142
                  28,            0.042033,            0.043828,           0.0052435,             0.83406,             0.73275,             0.79427,             0.43257,            0.041173,            0.032413,           0.0052386,            0.009109,            0.009109,            0.009109
                  29,             0.04186,            0.043503,           0.0052111,             0.80731,             0.74213,             0.79156,             0.43453,            0.041205,            0.031981,           0.0054001,            0.009076,            0.009076,            0.009076
                  30,            0.041803,            0.043106,           0.0053233,             0.82345,             0.75052,             0.79503,             0.43728,            0.041347,            0.032119,           0.0052982,            0.009043,            0.009043,            0.009043
                  31,            0.041731,            0.042655,           0.0051285,              0.8223,             0.73881,             0.79004,             0.43656,            0.041025,            0.032569,           0.0054137,             0.00901,             0.00901,             0.00901
                  32,            0.041116,            0.042003,           0.0050427,             0.82633,             0.74141,             0.78684,              0.4249,            0.041431,            0.032297,           0.0052642,            0.008977,            0.008977,            0.008977
                  33,            0.041441,            0.042608,           0.0051372,             0.83791,             0.73171,             0.78575,             0.43897,            0.040712,            0.032381,           0.0051356,            0.008944,            0.008944,            0.008944
                  34,            0.040845,            0.042367,           0.0049843,             0.81857,             0.76452,             0.79582,             0.42967,            0.040815,            0.032288,           0.0051232,            0.008911,            0.008911,            0.008911
                  35,            0.040833,            0.041182,           0.0049234,             0.83791,             0.76174,             0.80037,             0.44283,             0.04078,             0.03198,           0.0051203,            0.008878,            0.008878,            0.008878
                  36,            0.040525,             0.04078,           0.0049163,             0.83562,             0.75505,             0.80239,             0.44139,            0.040833,             0.03209,           0.0052879,            0.008845,            0.008845,            0.008845
                  37,            0.040611,            0.041065,           0.0050526,             0.84239,             0.74998,             0.79953,             0.44243,            0.040545,            0.032434,           0.0052167,            0.008812,            0.008812,            0.008812
                  38,            0.040554,            0.041425,           0.0049194,             0.82657,             0.75901,             0.79389,             0.43974,            0.040856,             0.03242,           0.0051417,            0.008779,            0.008779,            0.008779
                  39,            0.040074,            0.041308,           0.0047024,             0.83761,             0.74708,             0.79499,             0.43938,             0.04098,            0.032261,           0.0052236,            0.008746,            0.008746,            0.008746
                  40,            0.040006,            0.040771,           0.0049653,             0.82666,             0.74176,             0.79126,             0.43453,            0.041026,            0.032042,           0.0052956,            0.008713,            0.008713,            0.008713
                  41,            0.040361,            0.039709,           0.0048699,             0.81871,             0.75188,             0.79621,             0.44045,            0.040814,            0.031632,           0.0052833,             0.00868,             0.00868,             0.00868
                  42,            0.039878,            0.040381,           0.0049641,              0.8276,             0.76952,             0.80209,             0.44753,            0.040504,            0.031773,           0.0051487,            0.008647,            0.008647,            0.008647
                  43,            0.039792,            0.040866,           0.0048789,             0.84411,             0.74182,             0.79438,             0.44193,            0.040484,            0.033188,           0.0052545,            0.008614,            0.008614,            0.008614
                  44,            0.039584,            0.039919,           0.0048679,             0.83331,             0.75597,             0.79921,             0.44786,            0.040171,            0.032326,           0.0051567,            0.008581,            0.008581,            0.008581
                  45,            0.039789,            0.040799,           0.0048589,             0.84307,             0.74473,             0.79337,              0.4418,            0.040398,            0.033558,           0.0052992,            0.008548,            0.008548,            0.008548
                  46,            0.039787,            0.041021,           0.0048667,             0.83021,             0.75097,             0.79887,             0.44502,            0.040189,            0.032859,           0.0052228,            0.008515,            0.008515,            0.008515
                  47,            0.039254,            0.041481,           0.0048219,             0.84188,             0.74385,              0.8024,             0.44349,            0.040166,            0.032926,            0.005263,            0.008482,            0.008482,            0.008482
                  48,            0.039689,            0.039922,           0.0049353,             0.81059,             0.75213,             0.79361,             0.43685,            0.040341,             0.03292,           0.0050541,            0.008449,            0.008449,            0.008449
                  49,            0.038995,            0.040348,           0.0047441,             0.85317,             0.74664,             0.80578,             0.45075,            0.039998,            0.031923,           0.0052102,            0.008416,            0.008416,            0.008416
                  50,            0.038625,             0.03879,           0.0046113,             0.83742,             0.74609,             0.78935,             0.44341,            0.040537,             0.03266,           0.0051625,            0.008383,            0.008383,            0.008383
                  51,            0.038507,             0.03859,           0.0045826,             0.83491,             0.76058,             0.80921,             0.45192,            0.039971,            0.031863,           0.0050144,             0.00835,             0.00835,             0.00835
                  52,            0.038814,            0.039902,           0.0046215,             0.84214,             0.75215,             0.80047,             0.45311,            0.039729,            0.032936,           0.0051174,            0.008317,            0.008317,            0.008317
                  53,            0.039091,            0.039801,           0.0047103,             0.82317,             0.76496,             0.80075,              0.4449,            0.039743,            0.032271,           0.0050578,            0.008284,            0.008284,            0.008284
                  54,            0.038693,            0.039493,           0.0047714,             0.83237,             0.75864,             0.80628,               0.455,            0.039872,            0.031918,           0.0049773,            0.008251,            0.008251,            0.008251
                  55,             0.03893,            0.039477,           0.0048075,              0.8505,             0.75699,             0.80694,             0.45082,            0.040015,            0.032018,           0.0051886,            0.008218,            0.008218,            0.008218
                  56,            0.039017,            0.039137,           0.0046876,             0.84585,             0.73608,             0.79022,             0.45408,            0.040125,             0.03209,           0.0051548,            0.008185,            0.008185,            0.008185
                  57,            0.038394,            0.038434,           0.0044447,             0.83205,              0.7643,             0.80467,             0.44856,            0.039981,             0.03161,           0.0050385,            0.008152,            0.008152,            0.008152
                  58,            0.038197,            0.039368,            0.004494,             0.82596,             0.76207,             0.79213,             0.44441,            0.039994,            0.032183,           0.0053106,            0.008119,            0.008119,            0.008119
                  59,            0.038627,             0.03873,           0.0045752,             0.85816,             0.74347,             0.79717,             0.45055,            0.040188,            0.032352,           0.0052709,            0.008086,            0.008086,            0.008086
                  60,             0.03804,            0.038263,           0.0045062,              0.8477,             0.74456,             0.79862,             0.44913,            0.040054,            0.032594,           0.0051646,            0.008053,            0.008053,            0.008053
                  61,            0.037916,            0.039248,             0.00445,             0.84071,             0.75887,             0.80403,             0.45606,            0.039879,            0.032113,           0.0052116,             0.00802,             0.00802,             0.00802
                  62,            0.038421,            0.039019,           0.0046196,             0.83016,              0.7604,             0.79738,             0.45712,            0.039513,            0.031852,           0.0051279,            0.007987,            0.007987,            0.007987
                  63,            0.038003,            0.038486,           0.0046257,             0.84731,             0.75486,             0.80358,             0.45307,            0.039768,            0.032268,           0.0050986,            0.007954,            0.007954,            0.007954
                  64,              0.0377,            0.038226,           0.0045018,             0.84479,             0.75598,             0.80352,             0.45535,             0.04037,            0.032361,           0.0052667,            0.007921,            0.007921,            0.007921
                  65,            0.037911,            0.038683,           0.0045812,             0.84923,             0.75555,             0.79997,             0.45139,             0.03991,            0.031696,           0.0053022,            0.007888,            0.007888,            0.007888
                  66,            0.037468,            0.038201,           0.0044885,             0.83876,             0.75306,             0.79571,             0.45138,            0.040213,            0.032484,            0.005109,            0.007855,            0.007855,            0.007855
                  67,            0.037075,            0.036802,           0.0044566,             0.84237,             0.75047,             0.80058,             0.44914,            0.040386,            0.032723,           0.0052015,            0.007822,            0.007822,            0.007822
                  68,            0.037528,            0.038513,           0.0044653,             0.85078,             0.75356,             0.80885,             0.45797,            0.039637,            0.031559,           0.0050926,            0.007789,            0.007789,            0.007789
                  69,            0.037326,            0.038168,              0.0044,             0.85189,             0.75467,             0.80769,             0.45399,            0.039895,            0.032796,           0.0051537,            0.007756,            0.007756,            0.007756
                  70,            0.037405,            0.038008,           0.0043812,             0.85678,             0.73751,             0.79837,             0.45265,            0.040078,            0.033329,            0.005186,            0.007723,            0.007723,            0.007723
                  71,            0.037493,             0.03859,           0.0043816,              0.8398,             0.76409,             0.79749,             0.45054,            0.039595,            0.033238,           0.0050959,             0.00769,             0.00769,             0.00769
                  72,              0.0369,             0.03682,           0.0045471,             0.84098,             0.76212,              0.8024,             0.44945,            0.039893,            0.032493,           0.0050088,            0.007657,            0.007657,            0.007657
                  73,            0.036925,            0.035912,           0.0045304,             0.83393,             0.77398,             0.80225,             0.45108,            0.039272,            0.032277,           0.0050819,            0.007624,            0.007624,            0.007624
                  74,            0.037095,            0.037134,           0.0043339,             0.84144,             0.77377,             0.81523,             0.45742,            0.039545,            0.032597,           0.0050743,            0.007591,            0.007591,            0.007591
                  75,            0.037706,            0.037879,           0.0046007,             0.85357,             0.73998,             0.79972,             0.45013,            0.039961,            0.033681,           0.0053244,            0.007558,            0.007558,            0.007558
                  76,            0.036718,            0.036993,           0.0043461,             0.84165,             0.76096,             0.80407,             0.45576,            0.039311,            0.032266,           0.0049788,            0.007525,            0.007525,            0.007525
                  77,            0.036872,            0.036787,           0.0044638,             0.83347,              0.7518,             0.79234,             0.44927,            0.039961,            0.033169,           0.0052361,            0.007492,            0.007492,            0.007492
                  78,             0.03741,            0.035861,           0.0045007,             0.83239,             0.76834,              0.7998,             0.45309,            0.039677,            0.032631,           0.0051729,            0.007459,            0.007459,            0.007459
                  79,            0.036761,            0.036548,           0.0042804,             0.83732,             0.74776,             0.79359,             0.44757,            0.040279,            0.033593,           0.0052673,            0.007426,            0.007426,            0.007426
                  80,            0.037012,            0.037004,           0.0044259,             0.82828,             0.75326,             0.78648,              0.4502,            0.039832,            0.033237,           0.0052148,            0.007393,            0.007393,            0.007393
                  81,            0.036787,            0.037373,           0.0043997,             0.83686,             0.76028,             0.79637,             0.44631,            0.039757,            0.033347,           0.0053304,             0.00736,             0.00736,             0.00736
                  82,            0.036037,             0.03742,           0.0042658,             0.82905,             0.77226,             0.79791,             0.45028,            0.039795,            0.032814,           0.0051772,            0.007327,            0.007327,            0.007327
                  83,             0.03668,            0.036056,           0.0044101,             0.84775,             0.76454,             0.81071,              0.4627,            0.039316,            0.032713,           0.0049619,            0.007294,            0.007294,            0.007294
                  84,            0.036681,            0.037515,           0.0044276,             0.85043,             0.76583,             0.81271,              0.4598,            0.039593,            0.032315,           0.0051502,            0.007261,            0.007261,            0.007261
                  85,            0.036469,            0.036091,            0.004454,             0.83705,             0.76203,             0.80283,             0.45786,            0.039426,            0.032605,           0.0052057,            0.007228,            0.007228,            0.007228
                  86,            0.036563,            0.035885,           0.0044431,             0.84514,             0.77127,             0.80419,             0.45627,            0.039765,            0.033226,           0.0052782,            0.007195,            0.007195,            0.007195
                  87,            0.035704,            0.035779,           0.0042964,             0.84376,             0.76568,             0.80194,             0.45599,            0.039717,            0.032989,           0.0051939,            0.007162,            0.007162,            0.007162
                  88,            0.036724,              0.0372,           0.0044332,             0.84391,             0.77301,             0.80883,             0.45521,            0.039549,            0.033037,           0.0050564,            0.007129,            0.007129,            0.007129
                  89,            0.035546,            0.036069,           0.0040919,             0.84815,             0.74793,             0.79124,             0.45374,            0.039689,            0.033822,           0.0051797,            0.007096,            0.007096,            0.007096
                  90,            0.036318,            0.036681,           0.0044816,             0.84167,             0.75685,              0.7967,             0.44772,            0.040052,            0.033282,           0.0050835,            0.007063,            0.007063,            0.007063
                  91,            0.035633,             0.03559,           0.0041648,             0.84712,             0.75397,             0.80644,             0.45808,             0.03978,            0.033101,           0.0050271,             0.00703,             0.00703,             0.00703
                  92,            0.035876,            0.035989,           0.0042965,             0.85401,             0.76632,             0.81093,             0.45933,            0.039418,            0.031844,           0.0050972,            0.006997,            0.006997,            0.006997
                  93,            0.036318,            0.037632,           0.0045387,             0.82882,             0.76041,             0.80255,             0.45511,            0.039742,            0.032573,           0.0051696,            0.006964,            0.006964,            0.006964
                  94,            0.036008,             0.03523,           0.0043346,             0.84195,             0.76788,             0.80117,             0.45955,            0.039705,            0.032862,           0.0053367,            0.006931,            0.006931,            0.006931
                  95,            0.035683,            0.036041,           0.0043262,             0.83561,             0.77166,             0.80084,             0.45359,            0.039654,            0.033082,           0.0052535,            0.006898,            0.006898,            0.006898
                  96,            0.035542,            0.036204,           0.0042296,             0.83542,             0.77268,             0.80152,             0.45756,            0.039616,            0.032445,           0.0052732,            0.006865,            0.006865,            0.006865
                  97,            0.035844,            0.035485,           0.0044322,              0.8398,             0.75792,             0.79749,             0.45442,            0.039561,            0.033265,           0.0052175,            0.006832,            0.006832,            0.006832
                  98,            0.035692,             0.03544,           0.0042454,             0.85071,             0.74798,             0.79907,             0.45536,            0.039595,            0.033224,           0.0052175,            0.006799,            0.006799,            0.006799
                  99,            0.035704,            0.035616,           0.0043405,             0.86264,             0.75504,             0.80387,             0.46213,            0.039298,            0.033391,           0.0052646,            0.006766,            0.006766,            0.006766
                 100,            0.035309,            0.036244,           0.0042485,             0.84741,             0.75624,             0.79872,             0.45291,            0.039995,            0.033601,           0.0053499,            0.006733,            0.006733,            0.006733
                 101,            0.035587,            0.035719,           0.0041781,             0.85696,             0.75449,             0.79938,             0.45262,            0.039738,            0.033233,           0.0054173,              0.0067,              0.0067,              0.0067
                 102,            0.035039,            0.035875,           0.0041416,              0.8473,             0.75912,             0.80454,             0.45861,            0.039811,            0.033291,           0.0055146,            0.006667,            0.006667,            0.006667
                 103,            0.035055,            0.035576,           0.0041447,             0.84564,             0.76434,             0.80512,             0.45353,            0.040192,            0.034223,            0.005444,            0.006634,            0.006634,            0.006634
                 104,            0.035279,            0.034931,           0.0041792,             0.86019,             0.74755,             0.80385,             0.46084,            0.039763,            0.033296,           0.0053151,            0.006601,            0.006601,            0.006601
                 105,            0.034838,            0.035049,           0.0041356,             0.83376,              0.7769,             0.80543,             0.46032,             0.03924,            0.032689,           0.0051241,            0.006568,            0.006568,            0.006568
                 106,            0.034943,            0.034815,           0.0040272,             0.84205,             0.75627,             0.80069,             0.45505,            0.039714,            0.033186,           0.0052086,            0.006535,            0.006535,            0.006535
                 107,              0.0354,            0.035853,           0.0042563,             0.84341,              0.7594,              0.7996,             0.45747,            0.039436,            0.033568,           0.0052426,            0.006502,            0.006502,            0.006502
                 108,            0.034801,            0.034959,           0.0040235,             0.83173,             0.77475,             0.80239,             0.45618,             0.03994,            0.033266,           0.0053677,            0.006469,            0.006469,            0.006469
                 109,            0.035139,            0.034631,           0.0044129,             0.84793,             0.75554,             0.80018,             0.45697,            0.039479,            0.033143,           0.0052985,            0.006436,            0.006436,            0.006436
                 110,            0.034869,            0.035229,           0.0041399,             0.84383,             0.75856,             0.79972,             0.45715,            0.039737,            0.033788,           0.0053531,            0.006403,            0.006403,            0.006403
                 111,            0.034201,            0.033824,           0.0039575,             0.85142,             0.76613,             0.80378,             0.45703,             0.03966,            0.033222,            0.005369,             0.00637,             0.00637,             0.00637
                 112,            0.034534,            0.035001,           0.0041396,             0.83895,             0.75057,             0.78999,             0.45586,            0.039703,            0.033536,            0.005432,            0.006337,            0.006337,            0.006337
                 113,            0.034633,            0.034871,            0.004252,             0.84292,             0.77429,             0.80868,             0.45743,            0.039464,            0.032606,           0.0052182,            0.006304,            0.006304,            0.006304
                 114,            0.034922,            0.034363,            0.004279,             0.83903,             0.76841,             0.80872,             0.46286,            0.039474,            0.033344,           0.0053268,            0.006271,            0.006271,            0.006271
                 115,            0.034664,            0.034544,           0.0041402,             0.85225,             0.76127,             0.80534,             0.46006,            0.039516,            0.033122,           0.0052563,            0.006238,            0.006238,            0.006238
                 116,            0.034531,            0.035344,           0.0041685,             0.84808,             0.76804,             0.80716,             0.45814,            0.039541,            0.033024,           0.0052614,            0.006205,            0.006205,            0.006205
                 117,            0.034755,            0.034248,           0.0042518,             0.84576,             0.76875,             0.80513,             0.46227,            0.039388,            0.033568,           0.0053154,            0.006172,            0.006172,            0.006172
                 118,            0.034665,            0.035201,           0.0041922,             0.83835,             0.75615,              0.7936,             0.46008,            0.039642,            0.033555,           0.0053377,            0.006139,            0.006139,            0.006139
                 119,            0.034488,            0.034892,           0.0041507,             0.85186,             0.75598,             0.79718,             0.45759,            0.039504,            0.033662,           0.0052144,            0.006106,            0.006106,            0.006106
                 120,            0.034629,            0.033577,           0.0041298,             0.83085,              0.7472,             0.78907,             0.45354,            0.039947,            0.034562,           0.0054847,            0.006073,            0.006073,            0.006073
                 121,            0.034713,            0.035491,           0.0042052,             0.84055,             0.75453,             0.79352,             0.45321,            0.039736,            0.033697,           0.0053996,             0.00604,             0.00604,             0.00604
                 122,            0.034306,            0.034644,           0.0041971,              0.8375,              0.7513,             0.78423,             0.45367,            0.039675,            0.034649,            0.005337,            0.006007,            0.006007,            0.006007
                 123,            0.033799,            0.034119,            0.004067,             0.84375,             0.75723,              0.7909,              0.4537,            0.039318,            0.033515,           0.0052454,            0.005974,            0.005974,            0.005974
                 124,            0.033937,            0.034033,            0.004039,             0.86626,             0.74251,             0.79643,             0.45862,             0.03947,            0.033891,           0.0052474,            0.005941,            0.005941,            0.005941
                 125,            0.034331,            0.033398,           0.0041093,             0.85458,             0.75409,             0.79969,             0.45563,            0.039393,            0.033943,           0.0051455,            0.005908,            0.005908,            0.005908
                 126,             0.03467,            0.034063,           0.0042831,             0.84108,             0.76143,             0.79864,             0.45688,            0.039487,            0.033193,           0.0052485,            0.005875,            0.005875,            0.005875
                 127,            0.033758,             0.03328,           0.0040416,             0.84082,             0.76877,             0.80953,             0.46286,            0.039233,             0.03296,           0.0053459,            0.005842,            0.005842,            0.005842
                 128,            0.034136,             0.03428,           0.0039901,             0.86253,             0.76088,             0.80318,             0.45989,            0.039403,            0.033926,           0.0053522,            0.005809,            0.005809,            0.005809
                 129,            0.033847,            0.033123,           0.0040149,             0.85493,             0.75721,             0.80503,              0.4585,            0.039291,            0.033383,             0.00528,            0.005776,            0.005776,            0.005776
                 130,            0.033849,            0.033694,           0.0041309,             0.84629,             0.76094,             0.80613,             0.46206,            0.039167,            0.033617,           0.0051698,            0.005743,            0.005743,            0.005743
                 131,            0.034021,            0.034854,           0.0041873,             0.85695,              0.7582,             0.80743,             0.46184,            0.039062,            0.033311,            0.005182,             0.00571,             0.00571,             0.00571
                 132,            0.033667,            0.033844,           0.0039445,             0.84218,             0.77196,             0.80731,             0.46343,            0.038971,            0.032681,           0.0051018,            0.005677,            0.005677,            0.005677
                 133,             0.03374,            0.033361,           0.0039545,             0.85761,             0.76061,             0.80271,             0.46084,            0.039033,            0.033585,           0.0051844,            0.005644,            0.005644,            0.005644
                 134,             0.03353,            0.034016,           0.0040183,             0.85349,             0.76156,             0.80611,             0.46042,            0.039315,            0.033445,           0.0054099,            0.005611,            0.005611,            0.005611
                 135,            0.033404,             0.03333,           0.0039377,             0.86242,             0.75514,             0.80813,               0.464,            0.039119,            0.032818,           0.0053754,            0.005578,            0.005578,            0.005578
                 136,             0.03357,            0.033661,           0.0041375,             0.85766,              0.7642,             0.81097,              0.4647,            0.039183,            0.032817,           0.0053018,            0.005545,            0.005545,            0.005545
                 137,            0.033469,             0.03365,           0.0040749,             0.85743,             0.74632,             0.80194,             0.45856,            0.039427,            0.034196,           0.0051948,            0.005512,            0.005512,            0.005512
                 138,            0.033446,            0.035025,           0.0041349,              0.8417,             0.77097,             0.80073,             0.45968,            0.039376,            0.033341,           0.0051502,            0.005479,            0.005479,            0.005479
                 139,            0.033146,            0.033611,           0.0039724,              0.8592,             0.74656,             0.79818,             0.45872,            0.039117,            0.033837,           0.0051563,            0.005446,            0.005446,            0.005446
                 140,            0.033627,            0.034294,           0.0041723,             0.86811,             0.74753,             0.80634,             0.46495,             0.03915,            0.033961,            0.005097,            0.005413,            0.005413,            0.005413
                 141,            0.033366,            0.033107,           0.0040725,              0.8451,             0.75504,             0.80169,              0.4649,            0.039214,            0.033562,           0.0051873,             0.00538,             0.00538,             0.00538
                 142,             0.03311,            0.031697,           0.0040557,             0.86233,             0.74523,             0.79825,             0.45804,            0.039469,            0.034415,           0.0052569,            0.005347,            0.005347,            0.005347
                 143,            0.032955,            0.033573,           0.0037354,             0.85572,             0.76214,             0.80569,             0.46172,            0.039225,            0.033164,           0.0051366,            0.005314,            0.005314,            0.005314
                 144,             0.03301,            0.033237,           0.0041178,             0.85775,              0.7447,             0.80008,             0.45699,            0.039432,            0.033877,           0.0051488,            0.005281,            0.005281,            0.005281
                 145,            0.032649,            0.032669,           0.0039506,             0.85686,             0.75955,             0.80333,             0.46241,            0.039076,            0.033483,           0.0053116,            0.005248,            0.005248,            0.005248
                 146,            0.032979,            0.033526,           0.0040234,             0.84859,             0.75793,             0.79826,             0.45613,            0.039443,            0.033644,            0.005159,            0.005215,            0.005215,            0.005215
                 147,            0.033168,            0.034059,           0.0041759,             0.84662,             0.74714,              0.7952,             0.45716,            0.039593,            0.034069,           0.0053791,            0.005182,            0.005182,            0.005182
                 148,            0.033073,            0.033658,           0.0039646,             0.86357,             0.74392,             0.80267,             0.46314,            0.039265,            0.033947,           0.0053223,            0.005149,            0.005149,            0.005149
                 149,            0.032997,            0.033761,           0.0040071,             0.84773,             0.75041,             0.79188,             0.46055,            0.039524,            0.034043,           0.0054955,            0.005116,            0.005116,            0.005116
                 150,            0.033199,            0.032729,           0.0040463,             0.83726,             0.76158,             0.79835,             0.46115,            0.039393,             0.03444,           0.0053496,            0.005083,            0.005083,            0.005083
                 151,            0.032997,            0.033202,           0.0039556,             0.85037,             0.75514,             0.79699,             0.46064,            0.039485,             0.03471,           0.0053489,             0.00505,             0.00505,             0.00505
                 152,            0.032725,            0.033275,           0.0038899,             0.85468,             0.76155,             0.80251,             0.46022,            0.039401,            0.033908,           0.0053765,            0.005017,            0.005017,            0.005017
                 153,            0.032621,             0.03354,           0.0040062,             0.85195,             0.75716,             0.79663,             0.46042,             0.03942,            0.033642,           0.0052686,            0.004984,            0.004984,            0.004984
                 154,            0.032666,            0.033314,           0.0039887,             0.86122,             0.76194,             0.80079,             0.46283,            0.039259,            0.033656,           0.0052989,            0.004951,            0.004951,            0.004951
                 155,            0.033043,            0.032627,            0.004028,             0.86141,             0.75843,             0.80169,             0.46283,            0.039379,            0.033701,           0.0053713,            0.004918,            0.004918,            0.004918
                 156,            0.032654,            0.032512,           0.0039993,             0.85432,               0.751,             0.80215,             0.46632,            0.039384,             0.03371,           0.0052883,            0.004885,            0.004885,            0.004885
                 157,            0.032491,            0.032499,           0.0038773,             0.87119,             0.75087,             0.80526,             0.46614,            0.039348,            0.034422,           0.0051981,            0.004852,            0.004852,            0.004852
                 158,            0.032164,             0.03229,           0.0037441,             0.84789,              0.7633,             0.80201,             0.46319,            0.039033,            0.034046,           0.0050733,            0.004819,            0.004819,            0.004819
                 159,             0.03296,            0.032172,           0.0040303,             0.83911,              0.7572,              0.7987,             0.46065,             0.03925,            0.034178,           0.0053439,            0.004786,            0.004786,            0.004786
                 160,            0.032889,            0.033718,           0.0040803,              0.8515,             0.75104,             0.79887,             0.46383,            0.039321,            0.034434,           0.0052124,            0.004753,            0.004753,            0.004753
                 161,            0.032311,            0.032632,           0.0039708,             0.85569,             0.75735,             0.80384,             0.46588,            0.039254,            0.033534,           0.0051072,             0.00472,             0.00472,             0.00472
                 162,            0.032132,            0.031874,           0.0038634,             0.84758,             0.76324,             0.79884,             0.46304,            0.039297,            0.033785,           0.0053384,            0.004687,            0.004687,            0.004687
                 163,            0.033004,            0.032161,           0.0039231,             0.85395,              0.7717,             0.81282,             0.46927,            0.039005,            0.033545,           0.0051997,            0.004654,            0.004654,            0.004654
