               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.037275,            0.030136,           0.0043603,              0.8169,             0.67979,             0.72598,             0.35461,            0.050033,            0.041114,           0.0071198,            0.004984,            0.004984,            0.004984
                 154,            0.037664,            0.030985,           0.0050259,             0.81757,             0.68309,             0.73078,             0.35514,            0.050039,            0.040643,           0.0072179,            0.004951,            0.004951,            0.004951
                 155,            0.038026,            0.030537,           0.0047864,             0.81024,             0.68738,             0.73192,             0.35753,            0.049624,            0.039768,           0.0071416,            0.004918,            0.004918,            0.004918
                 156,            0.037239,            0.031579,           0.0045519,             0.81098,             0.68793,             0.73056,             0.36024,             0.04954,            0.040054,           0.0070859,            0.004885,            0.004885,            0.004885
                 157,            0.037627,            0.032093,           0.0047274,             0.81288,              0.6632,             0.71374,             0.35482,            0.049921,            0.040968,           0.0072563,            0.004852,            0.004852,            0.004852
                 158,            0.037218,            0.031131,           0.0045781,             0.81146,             0.68623,             0.73423,             0.36387,            0.049339,            0.039396,           0.0072956,            0.004819,            0.004819,            0.004819
                 159,            0.037017,            0.031841,           0.0041329,             0.79749,             0.68643,             0.73139,              0.3567,            0.050103,            0.039927,           0.0074312,            0.004786,            0.004786,            0.004786
                 160,            0.037132,            0.031909,            0.004395,             0.79493,              0.6825,             0.72743,             0.35381,            0.050091,            0.040558,           0.0075827,            0.004753,            0.004753,            0.004753
                 161,            0.037167,            0.031242,           0.0044006,             0.80594,             0.68492,             0.73191,             0.35412,            0.049963,            0.040961,            0.007332,             0.00472,             0.00472,             0.00472
                 162,            0.036987,            0.030826,           0.0043696,             0.80216,             0.68203,              0.7294,              0.3514,            0.050123,            0.040725,            0.007636,            0.004687,            0.004687,            0.004687
                 163,            0.036911,            0.032236,           0.0043779,             0.82561,             0.66794,             0.72492,             0.35605,            0.050096,            0.040664,           0.0075914,            0.004654,            0.004654,            0.004654
                 164,             0.03768,            0.029803,           0.0048825,             0.81961,             0.67705,             0.73918,             0.36184,            0.049648,            0.040524,           0.0072892,            0.004621,            0.004621,            0.004621
                 165,            0.036881,            0.031203,           0.0044287,             0.81159,             0.68831,             0.73342,             0.35828,            0.050067,            0.040893,           0.0073278,            0.004588,            0.004588,            0.004588
                 166,            0.036285,            0.030089,           0.0041326,             0.80992,             0.68598,             0.73407,             0.35706,            0.049811,            0.040374,           0.0071423,            0.004555,            0.004555,            0.004555
                 167,            0.036565,            0.029245,           0.0044691,             0.81689,             0.67031,             0.72958,              0.3505,            0.050363,            0.041884,           0.0072928,            0.004522,            0.004522,            0.004522
                 168,            0.037031,            0.031669,           0.0043934,             0.79649,             0.68558,             0.72608,             0.35431,            0.050134,            0.040745,           0.0074325,            0.004489,            0.004489,            0.004489
                 169,            0.035778,             0.03056,           0.0043305,             0.81188,             0.68445,             0.73035,             0.36184,            0.049641,            0.039784,           0.0076168,            0.004456,            0.004456,            0.004456
                 170,            0.036721,            0.031713,           0.0045999,             0.79637,             0.68055,             0.72472,             0.36021,            0.049748,            0.040368,           0.0075026,            0.004423,            0.004423,            0.004423
                 171,            0.036107,            0.031367,           0.0044519,              0.8014,             0.69758,             0.73633,             0.36118,            0.049833,            0.039914,            0.007227,             0.00439,             0.00439,             0.00439
                 172,            0.036998,            0.030804,           0.0048688,             0.80213,             0.70731,             0.74133,             0.36139,            0.049916,            0.039316,           0.0074972,            0.004357,            0.004357,            0.004357
                 173,            0.036914,            0.030144,           0.0046129,              0.8179,               0.696,             0.73975,             0.35955,             0.04994,            0.039675,           0.0077148,            0.004324,            0.004324,            0.004324
                 174,             0.03611,            0.031174,           0.0044113,              0.7923,             0.69587,              0.7273,             0.35607,            0.049967,            0.040836,           0.0076102,            0.004291,            0.004291,            0.004291
                 175,            0.036179,            0.029734,           0.0044133,             0.80437,             0.68427,             0.73008,             0.36049,             0.04997,            0.041179,           0.0075437,            0.004258,            0.004258,            0.004258
                 176,            0.036949,            0.031118,           0.0048543,             0.82417,             0.67808,             0.73708,             0.35712,            0.050257,            0.040732,           0.0075953,            0.004225,            0.004225,            0.004225
                 177,            0.036331,            0.029296,            0.004525,             0.80183,             0.69605,             0.73186,               0.359,            0.050212,            0.039519,           0.0073893,            0.004192,            0.004192,            0.004192
                 178,            0.036399,            0.029836,            0.004476,             0.80681,             0.69453,             0.73747,              0.3614,            0.050174,            0.040626,           0.0073502,            0.004159,            0.004159,            0.004159
                 179,            0.035563,            0.028746,           0.0039427,              0.8111,             0.68223,             0.72666,             0.35865,            0.049872,            0.041531,           0.0074094,            0.004126,            0.004126,            0.004126
                 180,            0.036666,            0.031104,           0.0047313,             0.80857,             0.69321,             0.73578,             0.35921,            0.049605,            0.041553,           0.0073796,            0.004093,            0.004093,            0.004093
                 181,            0.036263,            0.029513,           0.0045933,             0.82486,             0.68139,             0.73258,             0.35327,            0.050178,            0.041931,           0.0074486,             0.00406,             0.00406,             0.00406
                 182,            0.035453,             0.02979,           0.0042359,             0.81035,             0.68135,             0.72876,             0.35505,            0.049935,            0.041236,            0.007393,            0.004027,            0.004027,            0.004027
                 183,            0.035776,             0.02934,           0.0043874,             0.80542,              0.6847,             0.73357,             0.35562,            0.049919,            0.040648,           0.0073612,            0.003994,            0.003994,            0.003994
                 184,            0.035952,            0.029495,           0.0044444,             0.80596,             0.68858,             0.73122,             0.35519,            0.050308,            0.040479,           0.0073726,            0.003961,            0.003961,            0.003961
                 185,            0.035933,            0.029518,           0.0044141,             0.79461,             0.68499,             0.72509,             0.35281,             0.05043,             0.04107,           0.0073678,            0.003928,            0.003928,            0.003928
                 186,            0.036021,            0.029977,           0.0042702,             0.80404,             0.67336,             0.72524,             0.35709,            0.050075,            0.041022,            0.007363,            0.003895,            0.003895,            0.003895
                 187,            0.035673,            0.029145,           0.0043823,             0.82218,             0.67681,             0.73233,             0.35908,            0.050046,            0.040967,            0.007413,            0.003862,            0.003862,            0.003862
                 188,            0.036086,             0.03078,           0.0045044,             0.80801,             0.68835,             0.73388,             0.35771,            0.050025,            0.040568,           0.0072538,            0.003829,            0.003829,            0.003829
                 189,            0.035998,            0.029534,           0.0044344,             0.80019,             0.69567,             0.73756,             0.35855,            0.049831,            0.040502,           0.0071847,            0.003796,            0.003796,            0.003796
                 190,            0.035862,            0.029493,           0.0042859,             0.80879,             0.69719,             0.73837,             0.36144,             0.05002,            0.040318,           0.0071663,            0.003763,            0.003763,            0.003763
                 191,            0.035341,            0.029664,           0.0041525,             0.81463,             0.68413,             0.73878,             0.35866,            0.050051,            0.040389,            0.007388,             0.00373,             0.00373,             0.00373
                 192,            0.035256,            0.029064,           0.0043542,             0.80885,             0.69379,             0.73901,               0.356,            0.050138,            0.040808,           0.0074587,            0.003697,            0.003697,            0.003697
                 193,            0.035219,            0.031117,           0.0041179,             0.82455,             0.68454,             0.73795,             0.36099,            0.049966,            0.041253,           0.0072216,            0.003664,            0.003664,            0.003664
                 194,            0.035421,            0.028747,            0.004298,             0.82138,             0.68951,             0.73567,             0.36043,            0.050083,            0.041041,            0.007201,            0.003631,            0.003631,            0.003631
                 195,            0.035332,            0.031169,           0.0040727,             0.82568,              0.6847,             0.72856,             0.35339,            0.050375,            0.041352,           0.0074749,            0.003598,            0.003598,            0.003598
                 196,            0.035789,            0.029686,           0.0045668,             0.83664,             0.67553,              0.7286,             0.35631,            0.050386,             0.04251,           0.0076266,            0.003565,            0.003565,            0.003565
                 197,             0.03509,            0.028954,           0.0042261,              0.8129,             0.69218,             0.73819,             0.35742,            0.049994,            0.041282,           0.0074676,            0.003532,            0.003532,            0.003532
                 198,            0.035046,            0.029544,           0.0040475,             0.80363,             0.69644,             0.73538,             0.36136,            0.049791,            0.041266,           0.0075327,            0.003499,            0.003499,            0.003499
                 199,            0.035159,            0.028587,           0.0042476,             0.81296,             0.69004,             0.73555,             0.35583,            0.050124,            0.041695,             0.00763,            0.003466,            0.003466,            0.003466
                 200,            0.035377,            0.029163,           0.0043797,             0.81517,             0.68875,             0.73572,             0.35647,            0.050112,            0.041892,             0.00746,            0.003433,            0.003433,            0.003433
                 201,            0.035269,            0.029261,           0.0046146,             0.81541,             0.68766,             0.72835,             0.35576,            0.050194,            0.041642,           0.0074465,              0.0034,              0.0034,              0.0034
                 202,            0.034481,             0.02826,           0.0041763,             0.81116,             0.67612,             0.72339,             0.35317,            0.050284,            0.041633,           0.0076195,            0.003367,            0.003367,            0.003367
                 203,            0.035313,            0.030274,           0.0043777,             0.80754,             0.68799,             0.73254,             0.35929,            0.050273,            0.040733,           0.0075385,            0.003334,            0.003334,            0.003334
                 204,            0.035389,            0.028792,           0.0045999,             0.81881,             0.68538,              0.7345,             0.36366,            0.050291,            0.041115,           0.0075068,            0.003301,            0.003301,            0.003301
                 205,            0.035107,            0.029859,           0.0044914,              0.8072,             0.69013,             0.73608,             0.36509,            0.049743,            0.040998,           0.0073764,            0.003268,            0.003268,            0.003268
                 206,             0.03486,            0.029447,           0.0041679,             0.80827,             0.68319,             0.73001,             0.35901,            0.049948,            0.041044,           0.0072843,            0.003235,            0.003235,            0.003235
                 207,            0.035389,            0.028771,           0.0042965,             0.81958,             0.67815,             0.72962,             0.35549,            0.050226,            0.041421,           0.0075406,            0.003202,            0.003202,            0.003202
                 208,            0.035169,            0.029437,           0.0044112,             0.81332,             0.68791,             0.73034,              0.3626,             0.05025,            0.041655,           0.0075325,            0.003169,            0.003169,            0.003169
                 209,            0.034718,            0.028572,           0.0042518,             0.80399,             0.69086,              0.7325,             0.36157,            0.049977,            0.040867,           0.0075292,            0.003136,            0.003136,            0.003136
                 210,            0.035006,            0.028989,           0.0044109,              0.8135,             0.69225,             0.73859,             0.35857,            0.050278,            0.041033,           0.0074628,            0.003103,            0.003103,            0.003103
                 211,            0.035264,            0.029062,           0.0045107,             0.79974,             0.70026,              0.7393,             0.36235,            0.050003,             0.04083,           0.0072994,             0.00307,             0.00307,             0.00307
                 212,             0.03444,            0.028008,           0.0041896,             0.81957,             0.69689,             0.74511,             0.36346,            0.049813,            0.041014,           0.0074073,            0.003037,            0.003037,            0.003037
                 213,            0.034977,             0.02865,           0.0045369,             0.82198,             0.69559,             0.73925,              0.3629,            0.050044,            0.041009,           0.0076468,            0.003004,            0.003004,            0.003004
                 214,             0.03483,            0.028237,           0.0042345,             0.81745,             0.68574,              0.7349,             0.35932,            0.050089,            0.040792,           0.0076766,            0.002971,            0.002971,            0.002971
                 215,             0.03464,            0.028952,           0.0043571,             0.81324,             0.70598,             0.74328,             0.36186,            0.049925,            0.040671,             0.00748,            0.002938,            0.002938,            0.002938
                 216,            0.034857,            0.027504,           0.0044396,             0.79475,             0.70101,             0.73769,              0.3577,            0.050031,            0.040755,           0.0074984,            0.002905,            0.002905,            0.002905
                 217,            0.034875,            0.029946,           0.0044102,             0.80923,             0.69033,             0.73429,             0.36028,            0.050044,            0.040987,           0.0074757,            0.002872,            0.002872,            0.002872
                 218,            0.034106,            0.030773,           0.0040151,             0.81549,             0.69621,              0.7346,             0.36167,             0.04992,            0.041057,           0.0075594,            0.002839,            0.002839,            0.002839
                 219,            0.034366,             0.02811,           0.0041675,             0.80811,             0.68104,              0.7305,             0.35766,            0.050249,            0.041892,           0.0077154,            0.002806,            0.002806,            0.002806
                 220,            0.034033,            0.027975,           0.0040913,             0.81811,             0.68117,             0.73407,             0.35884,            0.050184,            0.042051,           0.0076528,            0.002773,            0.002773,            0.002773
                 221,            0.033942,            0.027282,            0.004442,             0.82389,              0.6794,             0.73658,             0.36637,            0.050083,            0.042013,           0.0075572,             0.00274,             0.00274,             0.00274
                 222,            0.034344,            0.027793,           0.0043014,             0.82879,             0.67614,             0.73936,              0.3644,            0.050151,             0.04193,           0.0076568,            0.002707,            0.002707,            0.002707
                 223,            0.034197,            0.028151,           0.0044007,             0.81065,             0.67948,             0.74119,             0.36067,            0.050122,            0.041811,           0.0074984,            0.002674,            0.002674,            0.002674
                 224,            0.033921,            0.029378,           0.0040937,             0.82575,             0.67845,             0.73795,             0.35996,            0.050021,            0.041855,           0.0076246,            0.002641,            0.002641,            0.002641
                 225,            0.034136,            0.028837,           0.0044427,             0.79909,             0.69598,             0.73643,             0.35989,            0.050375,            0.040749,           0.0076284,            0.002608,            0.002608,            0.002608
                 226,            0.034001,            0.029118,           0.0044595,             0.80564,             0.68737,             0.73514,             0.36253,            0.050284,             0.04124,           0.0074553,            0.002575,            0.002575,            0.002575
                 227,            0.034296,            0.029091,           0.0045901,             0.80863,             0.68732,              0.7398,             0.36347,            0.050529,            0.041557,           0.0075673,            0.002542,            0.002542,            0.002542
                 228,            0.033671,            0.027527,            0.004152,             0.81251,              0.6814,             0.73242,             0.36071,            0.050282,            0.041606,           0.0075542,            0.002509,            0.002509,            0.002509
                 229,            0.034248,            0.029569,           0.0040699,             0.81872,             0.68653,              0.7352,             0.36201,             0.05025,            0.041549,           0.0076245,            0.002476,            0.002476,            0.002476
                 230,            0.033689,            0.028134,            0.003881,             0.82235,              0.6777,             0.73202,             0.35945,            0.050109,            0.042039,           0.0075598,            0.002443,            0.002443,            0.002443
                 231,            0.033913,            0.028636,           0.0044683,             0.81169,             0.68078,             0.72976,             0.36066,            0.050098,            0.042153,           0.0075424,             0.00241,             0.00241,             0.00241
                 232,            0.033769,            0.027734,           0.0041395,             0.80908,             0.68796,             0.73405,             0.35676,            0.050109,            0.042553,           0.0073754,            0.002377,            0.002377,            0.002377
                 233,            0.034123,            0.028158,           0.0042096,             0.80817,             0.68759,              0.7317,             0.35681,              0.0502,            0.043032,           0.0074536,            0.002344,            0.002344,            0.002344
                 234,            0.034206,            0.028173,           0.0043038,             0.81785,             0.68299,             0.73309,             0.35952,            0.050212,            0.042449,           0.0074605,            0.002311,            0.002311,            0.002311
                 235,            0.033663,            0.028209,           0.0042629,             0.81127,             0.68898,             0.73405,             0.36073,            0.050205,            0.041604,           0.0074082,            0.002278,            0.002278,            0.002278
                 236,            0.033696,            0.028935,           0.0043705,              0.8208,             0.68782,             0.73788,             0.36038,            0.050388,            0.041984,           0.0074848,            0.002245,            0.002245,            0.002245
                 237,            0.033552,            0.028224,           0.0042206,              0.8189,             0.68097,              0.7367,             0.35985,            0.050311,            0.041963,           0.0075943,            0.002212,            0.002212,            0.002212
                 238,            0.033949,            0.029275,           0.0043272,             0.81432,             0.68136,             0.73814,             0.36212,            0.050504,            0.042104,           0.0073947,            0.002179,            0.002179,            0.002179
                 239,            0.032721,            0.027111,           0.0039441,             0.81731,             0.68498,             0.74019,             0.36421,            0.050312,            0.042325,             0.00744,            0.002146,            0.002146,            0.002146
                 240,            0.033266,            0.027674,           0.0042485,             0.82078,             0.68273,             0.74041,              0.3646,            0.050211,            0.041531,           0.0073975,            0.002113,            0.002113,            0.002113
                 241,            0.033019,            0.027127,           0.0043109,             0.82142,             0.69599,             0.74195,             0.36491,            0.050168,            0.041291,           0.0073378,             0.00208,             0.00208,             0.00208
                 242,            0.033332,            0.027793,           0.0041067,             0.82347,              0.6898,             0.74298,             0.36209,            0.050305,            0.041297,           0.0074097,            0.002047,            0.002047,            0.002047
                 243,            0.033652,            0.027753,           0.0043688,             0.82059,             0.68512,             0.73688,             0.35641,            0.050419,            0.042201,           0.0074956,            0.002014,            0.002014,            0.002014
                 244,            0.034202,            0.026756,           0.0043964,             0.82266,             0.68584,             0.73558,             0.36059,            0.050404,            0.042048,           0.0075671,            0.001981,            0.001981,            0.001981
                 245,            0.033679,            0.026411,           0.0042225,             0.82768,             0.67987,             0.73357,             0.36112,            0.050396,            0.041773,           0.0075594,            0.001948,            0.001948,            0.001948
                 246,            0.032994,            0.027139,           0.0042464,             0.82777,             0.68711,             0.73671,              0.3626,            0.050207,            0.042148,           0.0075769,            0.001915,            0.001915,            0.001915
                 247,            0.033341,            0.026345,           0.0045175,             0.83592,             0.68789,             0.73944,             0.36656,            0.050078,             0.04183,           0.0075327,            0.001882,            0.001882,            0.001882
                 248,            0.033593,            0.028405,            0.004226,             0.80752,             0.69062,              0.7416,             0.36948,            0.050039,            0.041449,           0.0074941,            0.001849,            0.001849,            0.001849
                 249,            0.033113,             0.02702,           0.0041174,              0.8109,               0.683,             0.73693,             0.36517,            0.050151,            0.041565,           0.0074958,            0.001816,            0.001816,            0.001816
                 250,            0.033109,            0.027873,           0.0042558,             0.80596,             0.69529,              0.7443,             0.37005,             0.04997,             0.04111,           0.0074476,            0.001783,            0.001783,            0.001783
                 251,            0.032864,            0.027497,           0.0040651,             0.81916,             0.69103,             0.74029,             0.36769,            0.049953,            0.041557,           0.0074495,             0.00175,             0.00175,             0.00175
                 252,            0.032839,            0.028316,           0.0041699,             0.81722,             0.68667,             0.73563,             0.36729,            0.050053,            0.042048,           0.0073827,            0.001717,            0.001717,            0.001717
                 253,            0.033693,            0.028655,            0.004387,             0.83263,             0.67818,             0.73474,              0.3654,            0.049982,            0.042092,           0.0073369,            0.001684,            0.001684,            0.001684
                 254,            0.033018,            0.028092,           0.0044059,             0.82573,              0.6792,             0.73612,             0.36379,            0.050249,            0.042341,           0.0073627,            0.001651,            0.001651,            0.001651
                 255,            0.033157,            0.028567,           0.0041469,             0.82889,             0.68299,             0.73983,             0.36764,             0.05027,            0.042112,           0.0074642,            0.001618,            0.001618,            0.001618
                 256,            0.032907,            0.026322,           0.0041197,             0.81851,             0.68448,             0.73964,             0.36488,             0.05039,            0.042408,           0.0075565,            0.001585,            0.001585,            0.001585
                 257,            0.033329,            0.027302,           0.0042747,             0.82026,             0.68514,             0.73961,             0.36664,            0.050273,            0.042778,           0.0074751,            0.001552,            0.001552,            0.001552
                 258,            0.032278,            0.026357,           0.0039405,             0.82346,             0.67917,             0.73571,             0.36056,            0.050439,             0.04309,           0.0075827,            0.001519,            0.001519,            0.001519
                 259,            0.033457,            0.028007,           0.0042671,             0.82268,             0.69102,             0.73893,             0.36336,            0.050337,            0.042469,           0.0074594,            0.001486,            0.001486,            0.001486
                 260,            0.032651,            0.026149,            0.004182,             0.81462,             0.69872,             0.74058,             0.36494,            0.050338,            0.042195,           0.0075413,            0.001453,            0.001453,            0.001453
                 261,            0.033147,            0.027987,           0.0043312,             0.82155,             0.68402,             0.73669,              0.3663,            0.050396,            0.042489,           0.0074865,             0.00142,             0.00142,             0.00142
                 262,            0.032968,            0.028378,           0.0041462,             0.80827,             0.68512,             0.73511,             0.36394,            0.050377,             0.04252,           0.0074171,            0.001387,            0.001387,            0.001387
                 263,             0.03246,            0.027179,           0.0039199,             0.81914,             0.68457,             0.73848,             0.36504,            0.050413,            0.042444,           0.0076415,            0.001354,            0.001354,            0.001354
                 264,            0.032007,            0.025551,           0.0040828,             0.81605,             0.69638,             0.74604,             0.36629,            0.050257,            0.042267,           0.0075572,            0.001321,            0.001321,            0.001321
                 265,               0.032,            0.026661,           0.0037957,             0.82714,              0.6896,             0.74305,             0.36619,            0.050306,            0.042508,           0.0076208,            0.001288,            0.001288,            0.001288
                 266,            0.032106,            0.026611,           0.0040101,             0.81708,             0.68871,             0.74415,             0.36914,            0.050249,            0.042439,           0.0075282,            0.001255,            0.001255,            0.001255
                 267,            0.032572,            0.026167,           0.0040892,             0.81774,             0.69442,              0.7445,             0.36671,            0.050215,            0.042394,           0.0075103,            0.001222,            0.001222,            0.001222
                 268,             0.03251,            0.026372,           0.0039314,             0.81898,             0.68767,             0.74395,             0.36524,            0.050243,            0.042537,           0.0075893,            0.001189,            0.001189,            0.001189
                 269,            0.032109,            0.026546,            0.004005,              0.8251,             0.68548,             0.73884,             0.36424,            0.050188,            0.042755,            0.007576,            0.001156,            0.001156,            0.001156
                 270,            0.032237,            0.026677,           0.0039879,             0.82824,             0.67434,             0.73226,             0.36359,            0.050168,            0.042906,           0.0075904,            0.001123,            0.001123,            0.001123
                 271,            0.032891,            0.026931,           0.0043307,             0.82256,             0.67766,              0.7315,             0.36365,             0.05018,             0.04279,           0.0075629,             0.00109,             0.00109,             0.00109
                 272,            0.032063,            0.025299,           0.0040974,             0.82669,             0.67981,             0.73568,             0.36555,            0.050253,            0.042774,           0.0075299,            0.001057,            0.001057,            0.001057
                 273,            0.032464,            0.027222,           0.0041115,             0.82425,             0.68086,             0.73676,             0.36655,             0.05027,            0.042794,           0.0074637,            0.001024,            0.001024,            0.001024
                 274,            0.031728,            0.025632,           0.0038814,             0.81712,             0.68677,             0.73674,             0.36562,            0.050203,            0.042933,           0.0074994,            0.000991,            0.000991,            0.000991
                 275,             0.03192,            0.024636,           0.0042537,             0.82986,             0.68999,              0.7409,             0.36732,            0.050165,            0.042636,           0.0074636,            0.000958,            0.000958,            0.000958
                 276,            0.032822,            0.026602,           0.0043204,             0.82365,             0.69273,             0.73969,             0.36612,            0.050137,            0.042783,           0.0074964,            0.000925,            0.000925,            0.000925
                 277,            0.031749,            0.026287,           0.0037829,             0.83708,             0.67758,             0.73468,             0.36499,            0.050163,            0.043065,           0.0075037,            0.000892,            0.000892,            0.000892
                 278,            0.031492,            0.027105,           0.0037776,             0.82787,             0.67785,             0.73426,             0.36408,            0.050189,            0.043256,           0.0074728,            0.000859,            0.000859,            0.000859
                 279,            0.031308,            0.026242,           0.0037947,             0.81676,             0.68733,             0.73738,             0.36634,            0.050057,            0.042951,           0.0073276,            0.000826,            0.000826,            0.000826
                 280,            0.032173,            0.027599,           0.0041114,             0.81785,             0.69005,             0.73878,              0.3669,            0.050085,            0.043079,           0.0074137,            0.000793,            0.000793,            0.000793
                 281,             0.03215,            0.025871,            0.004045,             0.80899,             0.69488,             0.73997,             0.36751,            0.049965,            0.043002,           0.0073871,             0.00076,             0.00076,             0.00076
                 282,            0.031785,            0.026545,           0.0040467,             0.81957,             0.67947,             0.73793,             0.36581,            0.050106,            0.043249,           0.0074346,            0.000727,            0.000727,            0.000727
                 283,            0.031178,            0.026601,           0.0036358,              0.8197,              0.6809,             0.73861,             0.36631,            0.050097,            0.043397,           0.0074712,            0.000694,            0.000694,            0.000694
                 284,            0.031917,            0.026844,           0.0040631,             0.82552,             0.68375,             0.73881,             0.36715,            0.050162,            0.043293,           0.0074883,            0.000661,            0.000661,            0.000661
                 285,            0.031266,            0.025871,           0.0039768,             0.81776,             0.68854,             0.73937,             0.36595,            0.050153,            0.043264,           0.0074985,            0.000628,            0.000628,            0.000628
                 286,             0.03208,            0.026229,           0.0041855,              0.8184,             0.68829,             0.73939,             0.36599,            0.050126,            0.043317,           0.0074149,            0.000595,            0.000595,            0.000595
                 287,            0.031709,             0.02604,           0.0040244,             0.82351,             0.68679,             0.74004,              0.3659,             0.05011,            0.043369,           0.0073682,            0.000562,            0.000562,            0.000562
                 288,            0.031642,            0.025392,           0.0041408,             0.82115,             0.68462,             0.73578,             0.36591,            0.050122,            0.043433,           0.0073904,            0.000529,            0.000529,            0.000529
                 289,            0.032009,            0.027182,           0.0040939,             0.82031,               0.676,             0.73533,             0.36584,            0.050115,            0.043399,           0.0074614,            0.000496,            0.000496,            0.000496
                 290,            0.031744,            0.026043,           0.0039211,             0.82684,             0.67605,             0.73807,              0.3659,            0.050107,             0.04337,           0.0075089,            0.000463,            0.000463,            0.000463
                 291,            0.032004,            0.026662,           0.0042512,             0.82655,             0.67571,             0.73463,             0.36616,            0.050032,            0.043395,           0.0074581,             0.00043,             0.00043,             0.00043
                 292,             0.03195,            0.026019,           0.0042155,             0.81799,             0.68241,             0.73595,             0.36308,            0.050206,            0.043455,           0.0074876,            0.000397,            0.000397,            0.000397
                 293,            0.031089,            0.025285,           0.0041706,             0.81951,             0.68255,             0.73688,             0.36337,            0.050163,            0.043287,           0.0074362,            0.000364,            0.000364,            0.000364
                 294,            0.031426,             0.02675,           0.0039216,             0.82245,             0.68625,             0.74035,             0.36479,            0.050083,            0.043354,           0.0073948,            0.000331,            0.000331,            0.000331
                 295,             0.03128,            0.026714,           0.0038728,             0.81944,             0.68625,              0.7416,             0.36635,            0.050029,            0.043516,           0.0074342,            0.000298,            0.000298,            0.000298
                 296,            0.031962,             0.02772,            0.004267,             0.81547,             0.68533,              0.7375,             0.36585,            0.050036,            0.043502,           0.0074459,            0.000265,            0.000265,            0.000265
                 297,             0.03247,            0.027732,           0.0044092,             0.82115,             0.68517,              0.7407,              0.3676,            0.049988,            0.043454,           0.0074087,            0.000232,            0.000232,            0.000232
                 298,            0.031016,            0.026696,           0.0040246,             0.81983,             0.68519,             0.74061,             0.36685,            0.049989,            0.043448,           0.0074116,            0.000199,            0.000199,            0.000199
                 299,            0.031307,             0.02549,           0.0041429,             0.82088,             0.68513,             0.73974,             0.36531,            0.050006,             0.04343,           0.0074261,            0.000166,            0.000166,            0.000166
